Wind Speed (m/s)
1.182058824
0.763958333
0.3875
0.450833333
0.497916667
0.804791667
0.686458333
0.797708333
0.539791667
0.565416667
0.711041667
1.027916667
0.910416667
1.010833333
0.825833333
0.766041667
0.912708333
0.954583333
0.978125
0.667916667
0.604583333
0.77625
1.180833333
0.96625
0.815416667
1.198958333
1.113125
1.101666667
0.957291667
0.987708333
0.9475
0.941875
1.0125
0.8825
1.007083333
1.067916667
1.096875
1.130625
0.841666667
0.987291667
1.036041667
0.998333333
0.83625
0.726666667
0.895833333
0.872708333
0.719166667
0.668125
1.114166667
1.159583333
1.211666667
0.959791667
0.989791667
1.010833333
0.959375
0.741666667
0.613333333
0.727708333
1.143333333
1.134375
0.952291667
0.9525
0.749583333
0.863958333
0.837083333
0.669583333
0.804166667
0.581666667
0.637916667
0.638541667
1.016875
1.194166667
0.913541667
0.675625
0.989791667
1.093125
1.012083333
0.828541667
0.811458333
1.063958333
0.904583333
1.057083333
0.903125
0.661041667
0.884791667
1.069375
0.884375
1.0025
1.06875
1.143541667
1.040625
0.820416667
0.611458333
0.795416667
1.156041667
0.927083333
1.10375
0.860416667
0.795416667
0.818541667
1.0575
1.266458333
1.050416667
1.011458333
1.0775
0.92
0.886041667
1.082083333
0.575
0.750833333
1.033958333
0.639166667
0.779791667
0.51
0.655833333
0.862916667
0.639375
0.802708333
0.702083333
0.801458333
0.884166667
0.709791667
0.65
0.636875
0.600208333
0.55375
0.55
0.59125
0.584166667
0.560833333
0.523541667
0.504166667
0.710833333
0.460625
0.744166667
0.522916667
0.595833333
0.779375
0.546041667
0.430416667
0.932916667
1.00125
0.844166667
0.94125
0.408541667
0.573958333
0.543958333
0.479583333
0.711458333
0.524583333
0.493333333
0.455208333
0.507083333
0.834583333
1.172291667
0.773541667
0.531041667
0.50875
0.459583333
0.455833333
0.566041667
0.65875
0.595208333
0.571875
0.469375
0.457083333
0.408958333
0.385833333
0.408333333
0.386875
0.325625
0.452916667
0.598125
0.547083333
0.523541667
0.478541667
0.466458333
0.391666667
0.440833333
0.563125
1.148958333
0.672708333
0.633958333
1.072916667
0.468333333
0.530416667
0.642916667
1.2575
0.477916667
1.076041667
0.756458333
0.549166667
0.366041667
0.469375
0.414375
0.308125
0.437916667
0.4925
1.310208333
0.532916667
0.508125
0.442916667
0.600833333
0.665416667
0.429166667
0.777291667
0.896041667
0.587708333
0.45125
0.552083333
0.533958333
0.414791667
0.516428571
0.697352941
0.680208333
0.488333333
