WND
"320,5,N,0021,5"
"350,5,N,0031,5"
"220,5,N,0021,5"
"140,5,N,0015,5"
"160,5,N,0021,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"999,9,C,0000,5"
"999,9,9,9999,9"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"290,5,N,0015,5"
"290,1,N,0015,1"
"190,5,N,0021,5"
"180,5,N,0015,5"
"999,9,C,0000,5"
"200,5,N,0015,5"
"210,5,N,0015,5"
"999,9,C,0000,5"
"170,5,N,0015,5"
"130,5,N,0015,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"140,5,N,0015,5"
"140,1,N,0015,1"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"250,5,N,0015,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"999,9,C,0000,5"
"999,9,C,0000,5"
"340,5,N,0021,5"
"340,5,N,0026,5"
"360,5,N,0026,5"
"140,5,N,0021,5"
"140,1,N,0021,1"
"070,5,N,0015,5"
"999,9,9,9999,9"
"999,9,C,0000,5"
"120,5,N,0015,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"220,5,N,0015,5"
"220,1,N,0015,1"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"999,9,C,0000,5"
"999,9,9,9999,9"
"160,5,N,0015,5"
"060,5,N,0015,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"330,5,N,0015,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"190,5,N,0015,5"
"999,9,C,0000,5"
"250,5,N,0021,5"
"280,5,N,0015,5"
"290,5,N,0015,5"
"320,5,N,0021,5"
"320,1,N,0021,1"
"050,5,N,0021,5"
"360,5,N,0015,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"999,9,C,0000,5"
"999,9,9,9999,9"
"999,9,C,0000,5"
"999,9,C,0000,5"
"150,5,N,0021,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"290,5,N,0031,5"
"280,5,N,0015,5"
"290,5,N,0015,5"
"290,1,N,0015,1"
"999,9,C,0000,5"
"040,5,N,0021,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"320,5,N,0021,5"
"320,1,N,0021,1"
"140,5,N,0015,5"
"999,9,9,9999,9"
"070,5,N,0015,5"
"310,5,N,0015,5"
"999,9,C,0000,5"
"320,5,N,0015,5"
"220,5,N,0015,5"
"220,1,N,0015,1"
"170,5,N,0021,5"
"150,5,N,0062,5"
"999,9,V,0021,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"280,5,N,0026,5"
"270,5,N,0031,5"
"290,5,N,0031,5"
"280,5,N,0026,5"
"340,5,N,0021,5"
"330,5,N,0015,5"
"330,1,N,0015,1"
"330,5,N,0015,5"
"999,9,C,0000,5"
"310,5,N,0015,5"
"999,9,C,0000,5"
"050,5,N,0015,5"
"999,9,C,0000,5"
"999,9,C,0000,1"
"999,9,C,0000,5"
"999,9,9,9999,9"
"010,5,N,0015,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"999,9,C,0000,5"
"280,5,N,0026,5"
"280,1,N,0026,1"
"270,5,N,0021,5"
"310,5,N,0015,5"
"270,5,N,0026,5"
"280,5,N,0015,5"
"290,5,N,0015,5"
"310,5,N,0015,5"
"310,1,N,0015,1"
"270,5,N,0021,5"
"290,5,N,0021,5"
"240,5,N,0015,5"
"270,5,N,0015,5"
"340,5,N,0021,5"
"260,5,N,0015,5"
"260,1,N,0015,1"
"330,5,N,0036,5"
"280,5,N,0021,5"
"250,5,N,0015,5"
"999,9,C,0000,5"
"170,5,N,0015,5"
